Date,Open,Close
2012-01-03 00:00:00-05:00,1258.8599853515625,1277.06005859375
2012-01-04 00:00:00-05:00,1277.030029296875,1277.300048828125
2012-01-05 00:00:00-05:00,1277.300048828125,1281.06005859375
2012-01-06 00:00:00-05:00,1280.9300537109375,1277.81005859375
2012-01-09 00:00:00-05:00,1277.8299560546875,1280.699951171875
2012-01-10 00:00:00-05:00,1280.77001953125,1292.0799560546875
2012-01-11 00:00:00-05:00,1292.02001953125,1292.47998046875
2012-01-12 00:00:00-05:00,1292.47998046875,1295.5
2012-01-13 00:00:00-05:00,1294.8199462890625,1289.0899658203125
2012-01-17 00:00:00-05:00,1290.219970703125,1293.6700439453125
2012-01-18 00:00:00-05:00,1293.6500244140625,1308.0400390625
2012-01-19 00:00:00-05:00,1308.0699462890625,1314.5
2012-01-20 00:00:00-05:00,1314.489990234375,1315.3800048828125
2012-01-23 00:00:00-05:00,1315.2900390625,1316.0
2012-01-24 00:00:00-05:00,1315.9599609375,1314.6500244140625
2012-01-25 00:00:00-05:00,1314.4000244140625,1326.06005859375
2012-01-26 00:00:00-05:00,1326.280029296875,1318.4300537109375
2012-01-27 00:00:00-05:00,1318.25,1316.3299560546875
2012-01-30 00:00:00-05:00,1316.1600341796875,1313.010009765625
2012-01-31 00:00:00-05:00,1313.530029296875,1312.4100341796875
2012-02-01 00:00:00-05:00,1312.449951171875,1324.0899658203125
2012-02-02 00:00:00-05:00,1324.239990234375,1325.5400390625
2012-02-03 00:00:00-05:00,1326.2099609375,1344.9000244140625
2012-02-06 00:00:00-05:00,1344.3199462890625,1344.3299560546875
2012-02-07 00:00:00-05:00,1344.3299560546875,1347.050048828125
2012-02-08 00:00:00-05:00,1347.0400390625,1349.9599609375
2012-02-09 00:00:00-05:00,1349.969970703125,1351.949951171875
2012-02-10 00:00:00-05:00,1351.2099609375,1342.6400146484375
2012-02-13 00:00:00-05:00,1343.06005859375,1351.77001953125
2012-02-14 00:00:00-05:00,1351.300048828125,1350.5
2012-02-15 00:00:00-05:00,1350.52001953125,1343.22998046875
2012-02-16 00:00:00-05:00,1342.6099853515625,1358.0400390625
2012-02-17 00:00:00-05:00,1358.06005859375,1361.22998046875
2012-02-21 00:00:00-05:00,1361.219970703125,1362.2099609375
2012-02-22 00:00:00-05:00,1362.1099853515625,1357.6600341796875
2012-02-23 00:00:00-05:00,1357.530029296875,1363.4599609375
2012-02-24 00:00:00-05:00,1363.4599609375,1365.739990234375
2012-02-27 00:00:00-05:00,1365.199951171875,1367.5899658203125
2012-02-28 00:00:00-05:00,1367.56005859375,1372.1800537109375
2012-02-29 00:00:00-05:00,1372.199951171875,1365.6800537109375
2012-03-01 00:00:00-05:00,1365.9000244140625,1374.0899658203125
2012-03-02 00:00:00-05:00,1374.0899658203125,1369.6300048828125
